,CD_ORGAO,NM_ORGAO,NR_LICITACAO,ANO_LICITACAO,CD_TIPO_MODALIDADE,NR_PROCESSO,ANO_PROCESSO,TP_OBJETO,CD_TIPO_FASE_ATUAL,TP_LICITACAO,DS_OBJETO,VL_LICITACAO,NR_DOCUMENTO,DT_PROPOSTA,VL_TOTAL_PROPOSTA,TP_RESULTADO_PROPOSTA
0,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,79.0,2019,PRP,21788,2019,COM,ADH,MPR,Aquisição de 78.000 (setenta e oito mil) quilogramas de antiespumante em base siliconada bem como o fornecimento dos equipamentos e materiais necessários para a sua dosagem para ser utilizado nas diversas Estações de Tratamento de Esgoto do SAMAE em Caxias do Sul – RS conforme Termo de Referência – Anexo VIII.,406120.0,87822110000117,2019-10-31,139230.0,C
1,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,10.0,2019,PRP,2532,2019,COM,ADH,MPR,Aquisição de 3.700 kg de polímero não iônico a ser utilizado nas Unidades de Tratamento de Resíduos (UTR's) das estações de tratamento de água Parque da Imprensa e Morro Alegre conforme Termo de Referência – Anexo VIII.,92056.0,87822110000117,2019-02-20,74000.0,C
2,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,7.0,2019,PRP,1847,2019,COM,ADH,MPR,Aquisição de 65 t (sessenta e cindo toneladas) de Clorito de Sódio solução 25% para geração de Dióxido de Cloro destinado ao tratamento de água para consumo humano. O produto será utilizado na Estação de Tratamento de Água Parque da Imprensa em Caxias do Sul – RS conforme Termo de Referência – Anexo VIII.,533000.0,87822110000117,2019-02-11,461500.0,C
3,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,38.0,2019,PRP,9796,2019,COM,ADH,MPR,Aquisição de 40.500 (quarenta mil e quinhentos) quilogramas de Ortopolifosfato de Sódio a ser utilizado nas Estações de Tratamento de Água Celeste Gobatto Borges de Medeiros e Engº Ildefonso José Schroeber do SAMAE em Caxias do Sul – RS conforme Termo de Referência – Anexo VIII. ,359032.5,87822110000117,2019-05-29,218295.0,C
4,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,68.0,2019,PRP,19536,2019,COM,ADH,MPR,Aquisição de Larvicida biológico BTI (Bacillus thuringiensis israelensis) para atender à Divisão de Esgoto no controle do mosquito Culex sp. (mosquito/pernilongo) a ser aplicado nas diversas Estações de Tratamento de Esgoto do SAMAE de acordo com o Termo de Referência – Anexo VIII.,443133.2,68833227000151,2019-09-26,395600.0,C
5,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,68.0,2019,PRP,19536,2019,COM,ADH,MPR,Aquisição de Larvicida biológico BTI (Bacillus thuringiensis israelensis) para atender à Divisão de Esgoto no controle do mosquito Culex sp. (mosquito/pernilongo) a ser aplicado nas diversas Estações de Tratamento de Esgoto do SAMAE de acordo com o Termo de Referência – Anexo VIII.,443133.2,05953911000157,2019-09-26,452000.0,C
6,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,2.0,2019,PRP,163,2019,COM,ADH,MPR,Aquisição de Larvicida biológico BTI (Bacillus thuringiensis israelensis) para atender à Divisão de Esgoto no controle do mosquito Culex sp. (mosquito/pernilongo) a ser aplicado nas diversas Estações de Tratamento de Esgoto do SAMAE de acordo com as Especificações contidas no Termo de Referência – Anexo VIII.  ,307500.0,68833227000151,2019-01-17,279900.0,C
7,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,76.0,2019,PRP,201902077,2019,COM,ADH,MPR,Aquisição de mobiliários diversos para uso na Seção de Manutenção das Estações de Tratamento de Esgoto do SAMAE em Caxias do Sul – RS conforme Proposta de Preços – Anexo V.,24209.33,02324209000136,2019-10-16,22000.0,C
8,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,65.0,2019,PRP,12350,2019,COM,ADH,MPR,Aquisição de pressostato selado para cloro a fim de ser utilizado na água como agente de desinfecção para torná-la potável detectando o esvaziamento dos cilindros de cloro gás nas diversas Estações de Tratamento de Água do SAMAE conforme Proposta de Preços – Anexo V.,22675.0,02324209000136,2019-08-26,23200.0,C
9,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,14.0,2019,PRP,2534,2019,COM,ADH,MPR,Aquisição de caixas velas e presilhas de ignição para substituição e manutenção de queimador de biogás utilizado nas Estações de Tratamento de Esgoto do SAMAE conforme Proposta de Preços – Anexo V.    ,29305.0,02324209000136,2019-02-22,26000.0,C
10,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,3.0,2019,PRP,87,2019,COM,ADH,MPR,Aquisição de 25.650 kg (vinte e cinco mil seiscentos e cinquenta quilos) de carvão antracito e 22.200kg (vinte e dois mil e duzentos quilos) de areia filtrante para montagem do leito número 05 da ETA Parque da Imprensa conforme Termo de Referência – Anexo VIII.,95344.5,00305097000140,2019-01-16,37795.5,C
11,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,26.0,2019,PRP,6151,2019,COM,ADH,MPR,Aquisição de 227 (duzentas e vinte e sete) toneladas de carvão ativado em pó para ser utilizado no tratamento da água nas Estações de Tratamento de Água do SAMAE em Caxias do Sul – RS conforme Termo de Referência – Anexo VIII.,1840893.33,04349295000167,2019-04-11,1689620.0,C
12,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,71.0,2019,PRP,19534,2019,COM,ADH,MPR,Aquisição de homogeneizadores para serem utilizados nos adensadores da ETA Morro Alegre em Caxias do Sul – RS de acordo com o Termo de Referência – Anexo VII.,87990.0,04569839000104,2019-09-25,81800.0,C
13,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,85.0,2019,PRP,23294,2019,COM,ADH,MPR,Aquisição de 61 (Sessenta e uma) toneladas de Hipoclorito de Sódio destinado à desinfecção de água para consumo humano nas Estações de Tratamento de Água do SAMAE em Caxias do Sul – RS conforme Termo de Referência – Anexo VIII.,131716.08,73709958000120,2019-11-25,77999.48,C
14,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,37.0,2019,PRP,10708,2019,COM,ADH,MPR,Aquisição de 180 (cento e oitenta) toneladas de Ácido Fluossilícico destinado à fluoretação da água para consumo humano a ser utilizado nas Estações de Tratamento de Água do SAMAE em Caxias do Sul – RS conforme Termo de Referência – Anexo VIII.    ,370413.0,94837598000111,2019-06-04,226800.0,C
15,74000,PM DE BARRA FUNDA,17.0,2019,PRP,87,2019,COM,ADH,MPR,AQUISIÇÃO DE ADUBO NPK 05.20.20 COM RECURSOS DO CONVÊNIO Nº 008/2018 - CONSULTA POPULAR - FPE 632/2018,50240.0,97320451003910,2019-10-30,49612.0,C
16,77900,PM DE NICOLAU VERGUEIRO,8.0,2019,CNV,8,2019,COM,ADH,MPR,AQUISIÇÃO DE GASOLINA COMUM PARA ABASTECIMENTO DOS VEÍCULOS DA FROTA DE PROPRIEDADE DO MUNICÍPIO DE NICOLAU VERGUEIRO PELO PERÍODO DE SEIS MESES A PARTIR DE 09/12/2019.,58200.0,02506360000276,2019-11-27,51720.0,C
17,77900,PM DE NICOLAU VERGUEIRO,8.0,2019,CNV,8,2019,COM,ADH,MPR,AQUISIÇÃO DE GASOLINA COMUM PARA ABASTECIMENTO DOS VEÍCULOS DA FROTA DE PROPRIEDADE DO MUNICÍPIO DE NICOLAU VERGUEIRO PELO PERÍODO DE SEIS MESES A PARTIR DE 09/12/2019.,58200.0,23484891000102,2019-11-27,52440.0,C
18,88028,PM DE COQUEIRO BAIXO,5.0,2019,PRP,30,2019,COM,ADH,MPR,Contratação de empresa para fornecimento de até 2.000 (dois mil) m³ de brita número 2 e/ou pedrisco destinada à recuperação de estradas gerais das comunidades do município de Coqueiro Baixo/RS conforme necessidade e demanda da Secretaria Municipal de Obras e Viação a serem entregues no depósito da Administração Municipal.,76000.0,13151060000157,2019-03-06,76000.0,C
19,42600,PM DE BRAGA,24.0,2019,PRP,48,2019,COM,ADH,MPR,A presente licitaçao tem por objeto o REGISTRO DE PREÇOS para eventual e futura aquisiçao de cestas básicas para doaçao as pessoas carentes do município por um período de 06 (seis) meses contados da assinatura da Ata de Registro de Preços conforme especificaçoes constantes no Edital.,6400.0,06086872000109,2019-07-04,6229.0,C
20,42600,PM DE BRAGA,24.0,2019,PRP,48,2019,COM,ADH,MPR,A presente licitaçao tem por objeto o REGISTRO DE PREÇOS para eventual e futura aquisiçao de cestas básicas para doaçao as pessoas carentes do município por um período de 06 (seis) meses contados da assinatura da Ata de Registro de Preços conforme especificaçoes constantes no Edital.,6400.0,22032035000145,2019-07-04,0.0,C
21,42600,PM DE BRAGA,35.0,2019,PRP,66,2019,COM,ADH,MPR,A presente licitação tem por objeto o REGISTRO DE PREÇOS para eventual e futura aquisição de kits de madeira para construção de casas através da Secretaria Municipal de Habitação com recursos próprios conforme descritos e especificados no ANEXO I - Termo de Referência do edital de licitação por um período de 12 (doze) meses contados da assinatura da Ata de Registro de Preços.,79897.5,11082721000104,2019-10-04,70380.0,C
22,42600,PM DE BRAGA,35.0,2019,PRP,66,2019,COM,ADH,MPR,A presente licitação tem por objeto o REGISTRO DE PREÇOS para eventual e futura aquisição de kits de madeira para construção de casas através da Secretaria Municipal de Habitação com recursos próprios conforme descritos e especificados no ANEXO I - Termo de Referência do edital de licitação por um período de 12 (doze) meses contados da assinatura da Ata de Registro de Preços.,79897.5,05248077000107,2019-10-04,71985.0,C
23,42600,PM DE BRAGA,35.0,2019,PRP,66,2019,COM,ADH,MPR,A presente licitação tem por objeto o REGISTRO DE PREÇOS para eventual e futura aquisição de kits de madeira para construção de casas através da Secretaria Municipal de Habitação com recursos próprios conforme descritos e especificados no ANEXO I - Termo de Referência do edital de licitação por um período de 12 (doze) meses contados da assinatura da Ata de Registro de Preços.,79897.5,93954899000162,2019-10-04,70395.0,C
