,CD_ORGAO,NM_ORGAO,NR_LICITACAO,ANO_LICITACAO,CD_TIPO_MODALIDADE,NR_PROCESSO,ANO_PROCESSO,TP_OBJETO,CD_TIPO_FASE_ATUAL,TP_LICITACAO,DS_OBJETO,VL_LICITACAO,NR_DOCUMENTO,DT_PROPOSTA,VL_TOTAL_PROPOSTA,TP_RESULTADO_PROPOSTA
0,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,90.0,2018,PRP,18979,2018,COM,ADH,MPR,Aquisição de 60.000 kg (sessenta mil quilogramas) de antiespumante em base siliconada bem como o fornecimento dos equipamentos e materiais necessários para a sua dosagem para auxiliar o controle de formação de espumas nas diversas etapas do tratamento de esgoto das Estações de Tratamento de Esgoto (ETEs) no Município de Caxias do Sul – RS conforme Termo de Referência – Anexo VIII.,828000.0,87822110000117,2018-11-23,210000.0,C
1,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,11.0,2018,PRP,2679,2018,COM,ADH,MPR,Aquisição de 40.000 kg (quarenta mil quilogramas) de antiespumante em base siliconada bem como o fornecimento dos equipamentos e materiais necessários para a sua dosagem pelo período de 12 meses. O produto será utilizado para auxiliar o controle de formação de espumas nas diversas etapas do tratamento de esgoto das Estações de Tratamento de Esgoto (ETEs) conforme Termo de Referência – Anexo VIII no Município de Caxias do Sul – RS.,231332.0,87822110000117,2018-03-05,120000.0,C
2,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,43.0,2018,PRP,8059,2018,COM,ADH,MPR,Aquisição de 40.500kg (quarenta mil e quinhentos quilogramas) de produto à base de ortopolifosfato de sódio a ser utilizado nas Estações de Tratamento de Água Celeste Gobatto e Borges de Medeiros do SAMAE em Caxias do Sul – RS conforme Especificações Técnicas – Anexo VIII.  ,398115.0,87822110000117,2018-06-06,236925.0,C
3,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,10.0,2018,PRP,1639,2018,COM,ADH,MPR,Aquisição de 65 t (sessenta e cindo toneladas) de Clorito de Sódio solução 25% para geração de dióxido de cloro destinado ao tratamento de água para consumo humano. O produto será utilizado na Estação de Tratamento de Água Parque da Imprensa em Caxias do Sul – RS conforme Especificação Técnica – Anexo VIII.,482082.9,87822110000117,2018-02-19,328900.0,C
4,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,66.0,2018,PRP,12104,2018,COM,ADH,MPR,Aquisição de baterias estacionárias para substituição nos bancos de baterias dos No-Breakes do SAMAE em Caxias do Sul - RS.,71124.13,02324209000136,2018-08-14,68500.0,C
5,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,22.0,2018,PRP,3584,2018,COM,ADH,MPR,Renovação de Licenças de Softwares que serão utilizadas para realização backup nos servidores do SAMAE conforme as especificações constantes do ANEXO V - Proposta de Preços.,90713.4,07036303000103,2018-03-21,100000.0,C
6,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,32.0,2018,PRP,5827,2018,COM,ADH,MPR,Aquisição de software Sophos Central Endpoint Intercept X parte complementar do software antivírus de propriedade do SAMAE visando à prevenção de ataques cibernéticos tipo ramsomware conforme as especificações constantes do ANEXO V – Proposta de Preços.,49649.32,05180527000169,2018-04-26,35900.0,C
7,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,68.0,2018,PRP,13530,2018,COM,ADH,MPR,Aquisição de turbo misturador submersível para homogeinização do lodo do UASB na Estação de Tratamento de Esgoto Tega em Caxias do Sul – RS de acordo com Termo de Referência – Anexo VII.,41747.04,04569839000104,2018-08-31,29200.0,C
8,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,93.0,2018,PRP,19850,2018,COM,ADH,MPR,Aquisição de 61 t (sessenta e uma toneladas) de Hipoclorito de Sódio destinado à desinfecção de água para consumo humano nas Estações de Tratamento de Água do SAMAE em Caxias do Sul – RS conforme Termo de Referência – Anexo VIII.,126642.91,73709958000120,2018-12-07,83875.0,C
9,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,83.0,2018,PRP,19449,2018,COM,ADH,MPR,Aquisição de 336 (trezentos e trinta e seis) toneladas de sulfato de alumínio líquido isento de ferro para ser utilizado no tratamento de água para consumo humano na Estação de Tratamento de Água Morro Alegre em Caxias do Sul – RS conforme Termo de Referência- Anexo VIII.,313600.0,73709958000120,2018-12-04,164498.88,C
10,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,71.0,2018,PRP,13535,2018,COM,ADH,MPR,Aquisição de 13.000Kg (treze mil quilogramas) de Cloreto Férrico (FeCl3) – Número ONU 2582 a granel produto este a ser utilizado como auxiliar na precipitação de fósforo no tratamento de esgoto na ETE Pena Branca do SAMAE em Caxias do Sul – RS conforme Termo de Referência – Anexo VII.,24570.0,73709958000120,2018-09-04,16198.0,C
11,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,42.0,2018,PRP,8374,2018,COM,ADH,MPR,Aquisição de 180t (cento e oitenta toneladas) de Ácido Fluossilícico destinado à fluoretação da água para consumo humano a ser utilizado nas Estações de Tratamento de Água do SAMAE em Caxias do Sul – RS conforme Especificação Técnica – Anexo VIII.,243000.0,73709958000120,2018-06-08,125499.6,C
12,45003,SERVIÇO AUTÔN. MUN. DE ÁGUA E ESGOTO - CX.SUL,15.0,2018,PRP,2682,2018,COM,ADH,MPR,Aquisição de 1.800 t (mil e oitocentas toneladas) de Sulfato de Alumínio férrico líquido destinado como coagulante no tratamento da água para consumo humano o qual será utilizado nas diversas Estações de Tratamento de Água do SAMAE em Caxias do Sul – RS conforme Especificações Técnicas – Anexo VIII.,1368000.0,73709958000120,2018-03-08,808920.0,C
13,45001,CM DE CAXIAS DO SUL,13.0,2018,PRP,19,2018,COM,ADH,MPR,Aquisição de solução de Firewall Next Generation (Firewall NG),217687.87,06249471000114,2018-09-28,72490.0,C
14,45001,CM DE CAXIAS DO SUL,13.0,2018,PRP,19,2018,COM,ADH,MPR,Aquisição de solução de Firewall Next Generation (Firewall NG),217687.87,15813403000127,2018-09-28,190000.0,D
15,45001,CM DE CAXIAS DO SUL,13.0,2018,PRP,19,2018,COM,ADH,MPR,Aquisição de solução de Firewall Next Generation (Firewall NG),217687.87,18945982000150,2018-09-28,190848.04,D
16,45001,CM DE CAXIAS DO SUL,13.0,2018,PRP,19,2018,COM,ADH,MPR,Aquisição de solução de Firewall Next Generation (Firewall NG),217687.87,11067719000166,2018-09-28,72500.0,C
17,45001,CM DE CAXIAS DO SUL,13.0,2018,PRP,19,2018,COM,ADH,MPR,Aquisição de solução de Firewall Next Generation (Firewall NG),217687.87,05180527000169,2018-09-28,73000.0,C
18,82400,PM DE VALE REAL,8.0,2018,PRP,023,2018,COM,ADH,MPR,100.000 litros de gasolina comum conforme edital.,397000.0,07473735002800,2018-07-13,465000.0,C
19,42600,PM DE BRAGA,44.0,2018,PRP,82,2018,COM,ADH,MPR,A presente licitaçao tem por objeto o REGISTRO DE PREÇOS para eventual e futura aquisiçao de cestas básicas para doaçao as pessoas carentes do município por um período de 06 (seis) meses contados da emissao da Ata de Registro de Preços conforme especificaçoes constantes no Edital.,10440.0,06086872000109,2018-12-20,10242.0,C
20,88261,FUND. DE SAÚDE PÚBLICA DE NOVO HAMBURGO,53.0,2018,PRE,185,2018,COM,ADH,MPR,Aquisição de Equipamento para Tricotomia a fim de suprir as necessidades da FSNH.,56132.28,87924411000151,2018-07-02,8600.0,C
21,45200,PM DE CHAPADA,2.0,2018,CNV,021,2018,COM,ADH,MPR,Constitui objeto da presente licitação a contratação de empresa para a confecção e fornecimento de uniformes escolares para distribuição aos alunos da rede municipal de ensino solicitado pela Secretaria Municipal de Educação Cultura e Desporto na modalidade CONVITE do tipo MENOR PREÇO GLOBAL.,69702.6,03658746000185,2018-03-26,50980.0,C
22,45200,PM DE CHAPADA,2.0,2018,CNV,021,2018,COM,ADH,MPR,Constitui objeto da presente licitação a contratação de empresa para a confecção e fornecimento de uniformes escolares para distribuição aos alunos da rede municipal de ensino solicitado pela Secretaria Municipal de Educação Cultura e Desporto na modalidade CONVITE do tipo MENOR PREÇO GLOBAL.,69702.6,04054032000120,2018-03-26,64273.0,C
23,45200,PM DE CHAPADA,2.0,2018,CNV,021,2018,COM,ADH,MPR,Constitui objeto da presente licitação a contratação de empresa para a confecção e fornecimento de uniformes escolares para distribuição aos alunos da rede municipal de ensino solicitado pela Secretaria Municipal de Educação Cultura e Desporto na modalidade CONVITE do tipo MENOR PREÇO GLOBAL.,69702.6,21130478000106,2018-03-23,64360.0,C
24,62700,PM DE VERA CRUZ,84.0,2018,PRP,135,2018,COM,ADH,MPR,Aquisição de cautelas para o programa Nota na Mão mais Saúde e Educação.,8515.0,01398491000133,2018-07-13,8100.0,C
25,40100,PM DE AGUDO,4.0,2018,PRP,470,2018,COM,ADH,MPR,Compra de calcário dolomítico seco (ganel e ensacado) PRNT mínimo de 70% com o objetivo de corrigir acidez do solo das lavouras produtivas dos produtores rurais do município pelo programa da Secretaria Municipal de Desenvolvimento Rural e Gestão Ambiental conforme Lei n° 939/94 e Lei n° 1.883/2013.,92160.0,11800003000126,2018-02-07,72696.0,C
26,77900,PM DE NICOLAU VERGUEIRO,7.0,2018,CNV,CC007,2018,COM,ADH,MPR,AQUISIÇÃO DE CESTAS BÁSICAS PARA DISTRIBUIÇÃO AOS SERVIDORES MUNICIPAIS ATRAVÉS DO PROGRAMA DE AUXILIO ALIMENTAÇÃO INSTITUÍDO PELA LEI MUNICIPAL N° 588/2006 PELO PERÍODO DE SEIS MESES.,96.27,08621290000100,2018-06-12,77.46,C
27,77900,PM DE NICOLAU VERGUEIRO,7.0,2018,CNV,CC007,2018,COM,ADH,MPR,AQUISIÇÃO DE CESTAS BÁSICAS PARA DISTRIBUIÇÃO AOS SERVIDORES MUNICIPAIS ATRAVÉS DO PROGRAMA DE AUXILIO ALIMENTAÇÃO INSTITUÍDO PELA LEI MUNICIPAL N° 588/2006 PELO PERÍODO DE SEIS MESES.,96.27,09041903000195,2018-06-12,102.7,C
28,86800,PM DE BOA VISTA DO SUL,21.0,2018,PRP,041,2018,COM,ADH,MPR,Aquisição de bomba submersa,4728.0,12528802000158,2018-07-04,4600.0,C
29,44500,PM DE CANOAS,29.0,2018,PRE,74768,2018,COM,ADH,MPR,Contratação de pessoa jurídica para prestação de serviços especializados na área ambiental  para manutenção e operação do zoológico municipal classe “C” do Município de Canoas/RS  com fornecimento de mão de obra insumos remédios vacinas procedimentos clínicos  alimentação para o plantel de animais alojados em atendimento a demanda da Secretaria  Municipal do Meio Ambiente,2231937.6,09202344000158,2018-03-15,2226699.96,C
30,77900,PM DE NICOLAU VERGUEIRO,12.0,2018,CNV,012,2018,COM,ADH,MPR,AQUISIÇÃO DE GASOLINA COMUM PARA ABASTECIMENTO DOS VEÍCULOS DA FROTA DE PROPRIEDADE DO MUNICÍPIO DE NICOLAU VERGUEIRO PELO PERÍODO DE SEIS MESES A PARTIR DE 09/12/2018.,68850.0,02506360000276,2018-11-30,64500.0,C
